id,Info_categorias,Autores,Simbolos,Descriptores,Gesto Lista,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Categoria 5,Ciudad Origen,Ciudad Actual,Pais Origen,Pais Actual,Ubicacion,Relato_visual_lista,Fuente Imagen,Tecnica,Donante,Escenario,Cartela Filacteria,Fuente Iconografica,Biografia,Tipo Historia,Categoria 6
1124,,Michele Felice,,,,,,,,,,,,,Museo de arte colonial (La Habana),,,,,,,,,,
1125,,Noah North,,,,,,,,,,,,,Iglesia Virgen del Rosario (Hualahoyo),,,,,,,,,,
1126,,William Hilyer,,,,,,,,,,,,,Museo Histórico (Trinidad),,,,,,,,,,
1127,"Dorotea, santa",,,,,,,,,,,,,,Museo de la ciudad (La Habana),,,,,,,,,,
1128,"Orosia, santa",Rodrigo De la Piedra,,,,,,,,,,,,,Capilla santa Casa de Loreto (San Miguel de Allende),,,,,,,,,,
1129,, Castroverde,,,,,,,,,,,,,Iglesia san Miguel (Tomave),,,,,,,,,,
1130,,Antonio de  Montúfar (Guatemala),,,,,,,,,,,,,"Monasterio del Carmen de la Asunción (Cuenca, Ecuador)",,,,,,,,,,
1131,,Samuel Broadbent,,,,,,,,,,,,,Iglesia Santiago Apóstol (Pomata),,,,,,,,,,
1132,,Ruth Henshaw,,,,,,,,,,,,,"Museo Pumapungo (Cuenca, Ecuador)",,,,,,,,,,
1133,Lázaro,Prudence Bedell,,,,,,,,,,,,,Museo y convento la recoleta (Sucre),,,,,,,,,,
1134,,Vicente López ,,,,,,,,,,,,,Iglesia de la Almudena (Cuzco),,,,,,,,,,
1135,,Manuel Montes,,,,,,,,,,,,,Residencia de la Compañía de Jesús (Lima),,,,,,,,,,
1136,,José de Santander,,,,,,,,,,,,,"Iglesia de Guadalupe (Guadalupe, Perú)",,,,,,,,,,
1137,,Joseph  Vital,,,,,,,,,,,,,Iglesia Santiago Apóstol (Lampa),,,,,,,,,,
1138,,Rafael Laspron,,,,,,,,,,,,,Museo pontificio Santa casa (Loreto),,,,,,,,,,
1139,,Joseph  Maza,,,,,,,,,,,,,Arquidiócesis Primada de México (Ciudad de México),,,,,,,,,,
1140,,Jacques Le Moyne,,,,,,,,,,,,,Iglesia Sagrario Metropolitano (San Luis de Potosí),,,,,,,,,,
1141,,Pedro Pablo Morón,,,,,,,,,,,,,"Colección Anita Fernandini de Naranjo (Lima, Perú)",,,,,,,,,,
1142,,Ambrosio Villaroel,,,,,,,,,,,,,Colección Lina Bo y P. M. Bardi (Brasil),,,,,,,,,,
1143,,,,,,,,,,,,,,,"Colección Federico Kauffmann (Lima, Perú)",,,,,,,,,,
1144,,Philibert Bonet,,,,,,,,,,,,,Iglesia de Anta (Perú),,,,,,,,,,
1145,,Felipe Fuentes,,,,,,,,,,,,,Convento de la Trinidad (Cuzco),,,,,,,,,,
1146,,Jacob Van Meurs,,,,,,,,,,,,,Colección Frank Barrow Freyer (Estados Unidos),,,,,,,,,,
1147,,James Gay Sawkins,,,,,,,,,,,,,"Colección Roberto Samanez (Cuzco, Perú)",,,,,,,,,,
1148,,Agustín  Rodríguez,,,,,,,,,,,,,"Museo de Arte Virreinal, casa Humboldt (Taxco)",,,,,,,,,,
1149,,Casimiro Cortés,,,,,,,,,,,,,"Museo de Arte Sacro Mons. Carlos Guericke Suárez (Santa Cruz, Bolivia)",,,,,,,,,,
1150,,José  Polanco,,,,,,,,,,,,,Museo del Pueblo (Guanajuato),,,,,,,,,,
1151,,Diego de Rosas,,,,,,,,,,,,,Colección Juan Ascui (La Paz),,,,,,,,,,
1152,,"Enriquez M, ",,,,,,,,,,,,,Igreja Nossa Senhora do Rosário (Mariana),,,,,,,,,,
1153,,Joaquín ,,,,,,,,,,,,,Capilla Santa Bárbara (Santa Bárbara),,,,,,,,,,
1154,,Tomás ,,,,,,,,,,,,,Igreja São Francisco de Assis (Ouro Preto),,,,,,,,,,
1155,,Juan Ventura de Miranda,,,,,,,,,,,,,Iglesia de San Pedro (La Paz),,,,,,,,,,
1156,,Lorenzo de la Piedra,,,,,,,,,,,,,"Colección M.P Camargo (São Paulo, Brasil)",,,,,,,,,,
1157,,Pedro Rojas,,,,,,,,,,,,,Museu Histórico Nacional (Rio de Janeiro),,,,,,,,,,
1158,,José María Estrada,,,,,,,,,,,,,Iglesia San Juan de Dios (La Paz),,,,,,,,,,
1159,,Manuel Osorio,,,,,,,,,,,,,Museu Regional de San Joao del Rei (Sao Joao del Rei),,,,,,,,,,
1160,,Félix Sánchez,,,,,,,,,,,,,"Museu de Arte da Bahia (Salvador, Bahía)",,,,,,,,,,
1161,,Juan Francisco Mancera,,,,,,,,,,,,,Museu da Inconfidência (Ouro Preto),,,,,,,,,,
1162,,Joaquín Antonio de Besarás,,,,,,,,,,,,,Iglesia San Pedro de Tiwanaku (La Paz) ,,,,,,,,,,
1163,,Cristóbal López,,,,,,,,,,,,,Igreja Senhor Bom Jesus de Matosinhos (Congonhas),,,,,,,,,,
1164,,José de la Mota,,,,,,,,,,,,,Museu Arquidiocesano de Arte Sacra (Mariana),,,,,,,,,,
1165,,José Mariano Lara,,,,,,,,,,,,,Igreja Nossa Senhora do Carmo (Sao Paulo),,,,,,,,,,
1166,,Miguel Vallejo Mandujano,,,,,,,,,,,,,Convento Nossa Senhora da Penha (Vila Velha),,,,,,,,,,
1167,,Juan Julián de Guzmán,,,,,,,,,,,,,Los Pinos (CdMx),,,,,,,,,,
1168,,Tomás del Castillo,,,,,,,,,,,,,Pinacoteca do Estado de São Paulo (São Paulo),,,,,,,,,,
1169,,Juan López,,,,,,,,,,,,,Museu Nacional de Belas Artes (Rio de Janeiro),,,,,,,,,,
1170,, Ch B R Palmer,,,,,,,,,,,,,"Museu de Arte Sacra da Universidade Federal da Bahia (Salvador, Bahía)",,,,,,,,,,
1171,,Isaias Becket,,,,,,,,,,,,,"Igreja e convento Nossa Senhora do Carmo (Salvador, Bahía)",,,,,,,,,,
1172,,Justus Engelhardt Kunh,,,,,,,,,,,,,Galería Coll y Cortés (Madrid),,,,,,,,,,
1173,,Samuel Jennings,,,,,,,,,,,,,"Basilica Nuestra Senhora da Conceição da Praia (Salvador, Bahía)",,,,,,,,,,
1174,,Fanny  Coney,,,,,,,,,,,,,Igreja Nossa Senora da la Concepcion (Catas altas),,,,,,,,,,
1175,,John Quidor,,,,,,,,,,,,,Capela Dourada (Recife),,,,,,,,,,
1176,,John Chatman,,,,,,,,,,,,,Igreja de Nossa Senhora do Bonsucesso (Rio de Janeiro),,,,,,,,,,
1177,,Robert Weir,,,,,,,,,,,,,Iglesia san  Lorenzo indios (Niteroi),,,,,,,,,,
1178,,Carlos Mariano,,,,,,,,,,,,,"Colección Maria Luiza Americano (São Paulo, Brasil)",,,,,,,,,,
1179,,Maria de la  Merced,,,,,,,,,,,,,"Colección Americo Ribeiro (São Paulo, Brasil)",,,,,,,,,,
1180,,Fernando  Brambila,,,,,,,,,,,,,Rijksmuseum (Museo Nacional de Ámsterdam),,,,,,,,,,
1181,,Bartolomé Montes,,,,,,,,,,,,,Museo Nacional de Dinamarca (Copenhague),,,,,,,,,,
1182,Casilda santa,Thomas Leicht,,,,,,,,,,,,,Iglesia Santa Cruz (Carabuco),,,,,,,,,,
1183,"Eulalia, santa",Bernardino del Polo,,,,,,,,,,,,,Iglesia San Pablo (La Paz),,,,,,,,,,
1184,"Filomena, santa",Andrés García,,,,,,,,,,,,,Igreja Cosme y Damian (Igaraçu),,,,,,,,,,
1185,"Bibiana, santa",Philip Wickstead,,,,,,,,,,,,,Iglesia de nuestra señora de la inmaculada concepción (Potosí),,,,,,,,,,
1186,"Sofronía, santa",William Mercer,,,,,,,,,,,,,Iglesia apóstol Santiago (Achocalla),,,,,,,,,,
1187,,Rafael Aragón,,,,,,,,,,,,,Colección Héctor Schenone (Buenos Aires),,,,,,,,,,
1188,"Marta, santa", Rosell,,,,,,,,,,,,,Capela Do Bon Jesu de São Miguel e Almas (Ouro Preto),,,,,,,,,,
1189,"Quitéria, santa",Walter Miles,,,,,,,,,,,,,Igreja Nossa Senhora do Carmo (Sabará),,,,,,,,,,
1190,"Fortunata, santa",William  Elliott,,,,,,,,,,,,,Colección Filoteo Samaniego Salazar (Quito),,,,,,,,,,
1191,,Allan Ramsey,,,,,,,,,,,,,Capela da Fazenda Santo Antônio (São Roque),,,,,,,,,,
1192,,William  Hogarth,,,,,,,,,,,,,Igreja da Ordem Terceira Chagas Seráfico Pai São Francisco (Sao Paulo),,,,,,,,,,
1193,"Sebastián, san",Mason Chamberlin,,,,,,,,,,,,,Igreja Nossa Senhora do Carmo (Mariana),,,,,,,,,,
1194,"Susana, santa",Cornelius Janssen ,,,,,,,,,,,,,Colección Hero (Bogotá),,,,,,,,,,
1195,"Irene, santa",Peter Lely,,,,,,,,,,,,,Igreja da Ordem Terceira de São Francisco da Penitência (Rio de Janeiro),,,,,,,,,,
1196,"Felícitas, santa",Marietta Minnigerode,,,,,,,,,,,,,"Catedral Igreja Compañía de Jesús (Salvador, Bahía)",,,,,,,,,,
1197,"Hilaria, santa",Mary Beale,,,,,,,,,,,,,"Igreja do Convento santa Clara do Desterro (Salvador, Bahía)",,,,,,,,,,
1198,"Cándida, santa",John Closterman,,,,,,,,,,,,,Catedral Matriz de São Salvador do Mundo (Olinda),,,,,,,,,,
1199,,Hans Hyssing,,,,,,,,,,,,,Colección Camilo Andrés Moreno Bogoya (Colombia),,,,,,,,,,
1200,"Prisca, santa",Godfrey Kneller,,,,,,,,,,,,,Capilla Santa Bárbara (San Salvador de Jujuy),,,,,,,,,,
1201,"Marina, santa",Elizabeth Leger,,,,,,,,,,,,,Colección Christopher Hill (Estados Unidos),,,,,,,,,,
1202,"Nimfa, santa",Stephen Slaugther,,,,,,,,,,,,,Colección Evelin Klussman (Guatemala),,,,,,,,,,
1203,,Herman van der Minj,,,,,,,,,,,,,Iglesia y convento de san Francisco (San Miguel Allende),,,,,,,,,,
1204,Cirila Santa,Pierre Eugene du Simitiere,,,,,,,,,,,,,"Galería de Arte colonial. Colección de Felipe, Ana y Andrés Siegel (CdMx, México)",,,,,,,,,,
1205,"Justa, Santa",Roberts William Toms,,,,,,,,,,,,,Convento agustino san Nicolás Tolentino (Actopan),,,,,,,,,,
1206,"Rufina, santa",Bartholomew Dandridge,,,,,,,,,,,,,Colección Buch Molina (CdMx),,,,,,,,,,
1207,"Perpetua, santa",Cosmo Medici,,,,,,,,,,,,,Iglesia san Pedro Zacatenco (CdMx),,,,,,,,,,
1208,,Francisco del Castillo,,,,,,,,,,,,,Colección Bodo Wuth (Ecuador),,,,,,,,,,
1209,"Tecla de Iconio, santa",São Pedro  Velho,,,,,,,,,,,,,Igreja de São Francisco (Mariana),,,,,,,,,,
1210,"Anselmo, San",Miguel  Diaz Saenz,,,,,,,,,,,,,"Igreja Senhor Bom Jesus dos Aflitos (Salvador, Bahía)",,,,,,,,,,
1211,"Isabel de Alemania, santa",Pedro Patiño,,,,,,,,,,,,,Colección Sabrina Gildemesiter (Perú),,,,,,,,,,
1212,"Luis de Francia, San",Andrés García,,,,,,,,,,,,,Coleccion Ricardo Salinas Pliego (CdMx),,,,,,,,,,
1213,Sixto IV,José López,,,,,,,,,,,,,Iglesia Santiago apóstol (Tecozautla),,,,,,,,,,
1214,"Juana de Constantinopla, santa",Daniel Badger,,,,,,,,,,,,,Iglesia Nuestra Señora de la Candelaria (Güican),,,,,,,,,,
1215,,,,,,,,,,,,,,,Basílica de Nuestra Señora de Luján (Luján),,,,,,,,,,
1216,,,,,,,,,,,,,,,Patrimonio Bogotá,,,,,,,,,,
1217,María Magdalena de Villaurrutia,,,,,,,,,,,,,,,,,,,,,,,,
1218,María Ignacia de Azlor y Echeverz,,,,,,,,,,,,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,,Igreja Nossa Senhora das Merces (Tiradentes),,,,,,,,,,
1220,,,,,,,,,,,,,,,Colección Teodoro Vidal (Puerto Rico),,,,,,,,,,
1221,,,,,,,,,,,,,,,"Cachoeira (Bahia, Brasil)",,,,,,,,,,
1222,,,,,,,,,,,,,,,Colección Gustavo Aristeguieta (Caracas),,,,,,,,,,
1223,,,,,,,,,,,,,,,Colección Tejera Márquez (Caracas),,,,,,,,,,
1224,,,,,,,,,,,,,,,Catedral Santa María (Trujillo),,,,,,,,,,
1225,Felipe IV,,,,,,,,,,,,,,Museu da Chácara do Céu (Rio de Janeiro),,,,,,,,,,
1226,,,,,,,,,,,,,,,Instituto Histórico e Geográfico Brasileiro (Rio de Janeiro),,,,,,,,,,
1227,,,,,,,,,,,,,,,Museu do Primeiro Reinado (Rio de Janeiro),,,,,,,,,,
1228,María de Guzmán,,,,,,,,,,,,,,Iglesia san José (Cachi),,,,,,,,,,
1229,,,,,,,,,,,,,,,Colección Miguel Torrealba (Caracas),,,,,,,,,,
1230,,,,,,,,,,,,,,,Iglesia Nuestra Señora del Rosario (Lobatera),,,,,,,,,,
1231,,,,,,,,,,,,,,,Iglesia san Pedro Nolasco (Molinos),,,,,,,,,,
1232,,,,,,,,,,,,,,,Convento de San Bernardo (Salta),,,,,,,,,,
1233,,,,,,,,,,,,,,,Iglesia y convento de san Francisco (Salta),,,,,,,,,,
1234,,,,,,,,,,,,,,,Iglesia de la candelaria de la Viña (Salta),,,,,,,,,,
1235,,,,,,,,,,,,,,,Colección Beatriz León de González (Maracaibo),,,,,,,,,,
1236,,,,,,,,,,,,,,,Museo casa de Arias Rengel (Salta),,,,,,,,,,
1237,,,,,,,,,,,,,,,Landesmuseum (Museo Nacional de Hannover),,,,,,,,,,
1238,,,,,,,,,,,,,,,"Iglesia San Felipe (Caracoto, Perú)",,,,,,,,,,
1239,,,,,,,,,,,,,,,Iglesia santa Vera Cruz (CdMx),,,,,,,,,,
1240,,,,,,,,,,,,,,,Colección Familia Lovisoni (Barquisimeto),,,,,,,,,,
1241,,,,,,,,,,,,,,,"Misión san Antonio de Padua, (Jolon)",,,,,,,,,,
1242,,,,,,,,,,,,,,,"Colección Francisco Stastny (Lima, Perú)",,,,,,,,,,
1243,,,,,,,,,,,,,,,Universidad Simón Bolivar (Caracas),,,,,,,,,,
1244,,,,,,,,,,,,,,,Capilla san Lorenzo (Tlapujahua),,,,,,,,,,
1245,,,,,,,,,,,,,,,Colección Carmen Vallenilla de García (Caracas),,,,,,,,,,
1246,Anna María Iturbide,,,,,,,,,,,,,,Colección Francisco José Rodíguez Campo (Caracas),,,,,,,,,,
1247,,,,,,,,,,,,,,,Colección José Manuel Carrascosa (Caracas),,,,,,,,,,
1248,Mariana Reina de Portugal,,,,,,,,,,,,,,Colección Belén Delfino de Carpio (Caracas),,,,,,,,,,
1249,,,,,,,,,,,,,,,Centro de restauración de Tipón (Lima),,,,,,,,,,
1250,,,,,,,,,,,,,,,Colección Armando Travieso (Caracas),,,,,,,,,,
1251,,,,,,,,,,,,,,,Colección José Antonio Montero (Caracas),,,,,,,,,,
1252,,,,,,,,,,,,,,,Colección Pedro Rafael Arévalo Trujillo (Caracas),,,,,,,,,,
1253,,,,,,,,,,,,,,,Colección Lorenzo Herrera Guevara (Caracas),,,,,,,,,,
1254,,,,,,,,,,,,,,,Iglesia Señor de Sumalao (Salta),,,,,,,,,,
1255,,,,,,,,,,,,,,,Iglesia Santiago Apóstol (Curahuara de Carangas),,,,,,,,,,
1256,,,,,,,,,,,,,,,Iglesia y convento de San Francisco (Córdoba),,,,,,,,,,
1257,,,,,,,,,,,,,,,Colección Graziano Gasparini (Caracas),,,,,,,,,,
1258,,,,,,,,,,,,,,,Iglesia san Vicente Ferrer (Juchitán de Zaragoza),,,,,,,,,,
1259,,,,,,,,,,,,,,,Iglesia san Lázaro (Lima),,,,,,,,,,
1260,,,,,,,,,,,,,,,Colección Augusto Márquez Cañizales (Caracas),,,,,,,,,,
1261,,,,,,,,,,,,,,,Antigua Colección Luis Suárez Borges (Caracas),,,,,,,,,,
1262,,,,,,,,,,,,,,,Colección Gustavo Antonio Marturet (Caracas),,,,,,,,,,
1263,,,,,,,,,,,,,,,Catedral san Salvador (San Salvador de Jujuy),,,,,,,,,,
1264,,,,,,,,,,,,,,,Colección Fernando Mendoza (Caracas),,,,,,,,,,
1265,,,,,,,,,,,,,,,Iglesia y convento del Carmen (Trujillo),,,,,,,,,,
1266,,,,,,,,,,,,,,,Colección Armando Scanonne (Caracas),,,,,,,,,,
1267,Salomé,,,,,,,,,,,,,,Colección Mario Belloso (Maracaibo),,,,,,,,,,
1268,,,,,,,,,,,,,,,La Granja Azul (Ate),,,,,,,,,,
1269,,,,,,,,,,,,,,,Iglesia Virgen del Carmen (Paucartambo),,,,,,,,,,
1270,Malco,,,,,,,,,,,,,,"Colección Señora de Areco (Buenos Aires, Argentina)",,,,,,,,,,
1271,,,,,,,,,,,,,,,"Colección Iván Cruz (Quito, Ecuador)",,,,,,,,,,
1272,Sarah Reeve Ladson,,,,,,,,,,,,,,Colección Elizabeth Wallis de Pietri (Caracas),,,,,,,,,,
1273,Sarah Reeves Gibbes,,,,,,,,,,,,,,Robert Simon Fine Art  (Nueva York),,,,,,,,,,
1274,Elizabeth Van Rensselaer,,,,,,,,,,,,,,Seminario Mayor (CdMx),,,,,,,,,,
1275,María Isabel de Bragança,,,,,,,,,,,,,,Colección Eloy Anzola (Caracas),,,,,,,,,,
1276,Moctezuma,,,,,,,,,,,,,,Colección Morella Wallis de Egaña (Caracas),,,,,,,,,,
1277,Felipe V,,,,,,,,,,,,,,"Colección Larraín, La Fontecilla (Santiago)",,,,,,,,,,
1278,Elizabeth Browne Rogers,,,,,,,,,,,,,,Iglesia de Tiobamba (Maras),,,,,,,,,,
1279,Patience Lovell Wright,,,,,,,,,,,,,,Colección Carmen Heny de García Arocha (Caracas),,,,,,,,,,
